ID,Severity,Start_Time,End_Time,Distance(mi),Description,Zipcode,Weather_Timestamp,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Duration,Region,State_CA,State_FL,State_Others,State_TX,City_Charlotte,City_Houston,City_Los Angeles,City_Miami,City_Orlando,City_Others,Weather_Condition_Encoded,Weather_Condition_Clear / Cloudy,Weather_Condition_Fog / Low Visibility,Weather_Condition_Others,Weather_Condition_Rain,Weather_Condition_Snow,Weather_Condition_Thunderstorms / Severe Weather
A-788648,2,459,516,0.0,Accident on RM-620 at Quinlan Park Rd.,78732-1814,2021-12-08 07:51:00,46.0,83.0,29.33,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,57,7,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0
A-6898679,2,1195,1350,0.017,Incident on 53RD AVE near 44TH ST Drive with caution.,34203-5549,2020-10-28 19:53:00,83.0,79.0,29.92,10.0,S,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,3,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-5232711,2,383,566,4.582,Slow traffic on I-4 W from CR-553/Park Rd/Exit 14 (I-4) to McIntosh Rd (I-4) due to accident.,33563,2022-04-04 06:50:00,61.0,100.0,29.71,10.0,NE,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,3,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-7202300,2,1023,1058,0.0,At Brinkley Rd - Accident.,20748-2616,2020-04-28 16:56:00,53.0,71.0,29.81,10.0,SSE,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-4697358,2,1057,1140,0.537,Accident on UT-121 from Vernal to Little Mountain Loop Rd.,84078,2022-12-27 17:53:00,20.0,92.0,24.51,1.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,8,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0
A-4175301,2,544,633,0.0069999999999999,Incident on LEMON HILL AVE near HOUSE 4910 Right shoulder closed.,95824-2944,2022-11-08 08:53:00,47.0,90.0,29.59,5.0,SE,8.0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,89,9,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0
A-1815335,2,478,538,0.0,Accident on Church St at 2nd Ave.,37201-1601,2019-11-12 07:53:00,21.0,63.0,29.79,10.0,N,16.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,60,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-4110097,2,608,731,0.108,Slow traffic on County Hwy-913 - FL-973 from Fontainebleau Blvd to Park Blvd due to accident.,33174-2404,2022-04-19 09:53:00,80.0,67.0,30.01,10.0,NNW,9.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,123,3,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0
A-4125574,2,596,692,0.124,Crash on I-290 West beyond Exit 4 ( I-990) in Amherst. The left lanes are closed. Reported 9:56 am updated 10:00 am. (ID# 220914008),14228,2022-09-14 09:54:00,68.0,76.0,29.22,10.0,W,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,1,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-660102,3,510,568,0.0,Two lanes blocked due to crash on I-80 Westbound at Exit 125 UT-71 700.,84106,2022-04-06 08:54:00,38.0,38.0,26.06,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,8,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-6466300,2,305,566,3.275,Stationary traffic on Maricopa Fwy S - US-60 E - I-17 S from Buckeye Rd/Exit 198 (I-17) to I-10 (I-17) due to accident.,85007,2021-02-15 04:51:00,47.0,42.0,28.74,10.0,ENE,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,8,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-6829756,2,1053,1129,0.504,Stationary traffic on VA-10 from VA-655/Beach Rd (Iron Bridge Rd/VA-10) to Lewis Rd/Ironbridge Blvd (Iron Bridge Rd/VA-10) due to accident.,23831-1427,2020-09-28 17:56:00,79.0,72.0,29.63,10.0,S,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-1966041,3,465,648,0.0,Accident on I-15 Northbound near Exits 306 308 I-80 Exit 120.,84104-1019,2019-07-13 07:54:00,80.0,40.0,25.78,10.0,WNW,9.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,183,8,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0
A-3661863,2,592,722,0.017,Accident on E Hatch Rd from Santa Fe Ave to Mountain View Rd.,95326,2023-02-27 09:53:00,45.0,80.0,29.85,10.0,SE,14.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,130,9,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-5969006,2,745,868,0.171,Slow traffic from Danieldale Rd (S Hampton Rd) to I-20/Lyndon B Johnson Fwy (S Hampton Rd) due to accident.,75232-5129,2021-08-27 12:53:00,88.0,57.0,29.24,10.0,SE,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,7,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
A-7359354,2,186,339,0.0,At Indiana St - Accident.,90063,2019-10-28 02:52:00,62.0,70.0,29.73,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,9,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0
A-4208877,2,880,904,0.344,Slow traffic from Atlantic Ave (Spring Forest Rd) to US-1/Capital Blvd (Spring Forest Rd) due to accident.,27616-2822,2022-05-19 14:51:00,90.0,48.0,29.39,10.0,WSW,13.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-1718171,2,528,603,0.0,Accident on Conewago Creek Rd at Bowers Bridge Rd.,17345-9259,2019-12-16 08:56:00,35.0,70.0,29.92,10.0,SW,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-1758976,2,1014,1078,0.0,Left lane blocked due to accident on AZ-101-LOOP Southbound at Raintree Dr.,85260,2019-10-16 16:53:00,94.0,8.0,28.19,10.0,E,5.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,64,8,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-5301086,2,504,579,0.068,Incident on I-20 EB near SPRING ST Drive with caution.,30312,2022-10-12 08:52:00,68.0,90.0,29.08,6.0,SSE,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-859183,3,321,350,0.0,Left lane blocked due to accident on I-405 Southbound at I-5.,98188,2021-10-15 04:53:00,51.0,96.0,29.68,10.0,SE,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,9,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-7516365,2,716,956,0.032,At Montana St - Accident.,97394-9001,2018-10-08 12:00:00,57.0,100.0,29.95,0.0,W,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,9,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0
A-1859923,3,994,1069,0.0,Accident on I-25 Northbound at Exits 212A 212B Speer Blvd.,80211,2019-10-02 16:47:00,61.0,52.0,24.4,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,8,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-3981085,2,1016,1036,0.72,Stationary traffic on FL-423 from Town Center Blvd (S John Young Pkwy) to W Osceola Pkwy (N John Young Pkwy) due to accident.,32837,2022-03-14 16:53:00,75.0,51.0,30.16,10.0,ENE,14.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A-4071222,2,1131,1209,0.059,Incident on GALLOWS RD near GALLOWS RD Drive with caution.,22003-1415,2022-06-12 18:56:00,79.0,74.0,29.81,10.0,SE,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-4329321,4,21,160,0.7,Between 60th Avenue and I-76 (near Arvada) from Mile Point 10.5 to Mile Point 9.85. Road closed expect delays due to a crash.,80003,2022-08-13 00:15:00,73.0,38.0,24.54,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,139,8,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-6058923,2,1044,1069,0.995,Stationary traffic on Outerbelt South Fwy E - I-480 E from OH-17/OH-176/Exit 17 (I-480) to I-77/Exit 20 (I-480) due to accident.,44131,2021-09-18 17:53:00,73.0,76.0,29.5,10.0,NNE,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-5584378,2,622,743,0.1639999999999999,Slow traffic from Village Park Dr (W Lake Houston Pkwy) to Forest Green Trl (W Lake Houston Pkwy) due to accident.,77339,2021-05-27 09:53:00,81.0,72.0,29.96,10.0,S,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,7,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
A-1506656,3,1072,1102,2.25,Lane blocked due to accident on I-40 Westbound from Exit 160 Carlisle Blvd to Exit 159B-C I-25 Exit 226B-A.,87102,2020-06-15 17:52:00,87.0,20.0,24.73,10.0,WSW,15.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-6257974,2,678,856,5.155,Stationary traffic on US-322 E - US-22 E - William Penn Hwy from PA-147 (US-22/US-322) to PA-443 (US-22/US-322) due to accident.,17018,2021-09-19 10:56:00,75.0,48.0,29.84,10.0,NNW,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,1,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-5043815,2,1026,1075,0.5670000000000001,Slow traffic from Coursey Blvd (S Sherwood Forest Blvd) to I-12 (S Sherwood Forest Blvd) due to accident.,70816,2022-02-17 17:16:00,73.0,87.0,29.81,10.0,SSW,20.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,7,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,1
A-3583852,2,666,1026,0.475,At Springfield Blvd/Exit 29 - Accident.,11364,2017-03-27 11:12:00,41.0,93.0,30.08,2.0,NE,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-3785186,2,550,1173,2.293,Slow traffic on I-10 E from Yucaipa Blvd (I-10) to County Line Rd (I-10) due to accident.,92373,2023-02-09 08:54:00,61.0,29.0,28.99,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-2135254,3,350,379,0.0,Left & center lane blocked due to accident and fire department activity on I-87 Northbound at Depot Pl.,10452,2019-05-01 05:51:00,52.0,77.0,30.4,10.0,SE,7.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-4970449,2,363,497,0.127,Collision on SR 161 both directions at milepost 15.09 near 274th St E beginning at 6:03 am on April 26 2022 until further notice. The roadway is fully blocked.,98338,2022-04-26 05:58:00,40.0,100.0,29.7,10.0,S,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,9,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-4628596,2,690,1135,3.931,Slow traffic on I-85 S from SC-101/Exit 60 (I-85) to I-385/Exit 51 (I-85) due to accident.,29651,2022-12-27 11:53:00,43.0,40.0,29.25,10.0,NE,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-6740209,2,813,1386,0.215,Stationary traffic from NW 87th Ave/Galloway Rd (NW 25th St/Pba Memorial Blvd) to NW 97th Ave (NW 25th St/Pba Memorial Blvd) due to accident.,33172-1401,2020-11-06 13:53:00,83.0,69.0,29.91,10.0,E,16.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-5953787,4,872,525,2.693,Incident on OR-224 EB near MP 31 Expect delays.,97023-7034,2021-01-20 14:53:00,48.0,58.0,30.1,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-347,9,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-4848894,2,1034,1178,3.209,Stationary traffic on I-80 E from Maritime Academy Dr/Sequoia Ave (I-80) to CA-37/Columbus Pkwy (I-80) due to accident.,94591,2022-05-17 16:54:00,79.0,34.0,29.95,10.0,SW,14.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,144,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-5109597,2,1331,1353,0.206,Stationary traffic from Florida's Tpke (Neptune Rd) to Kings Hwy (Neptune Rd) due to accident.,34744-4942,2022-03-18 21:56:00,74.0,85.0,30.01,10.0,S,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-1644235,2,609,669,0.0,Accident on Boundary near Capitol St.,30901-2580,2020-02-12 09:53:00,64.0,87.0,29.64,8.0,SSE,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-4927480,2,506,638,0.813,Accident on Baker Ave (US-101) from College Ave (US-101) to Redwood Hwy N - US-101 N.,95404,2022-02-10 08:53:00,52.0,74.0,30.03,10.0,SSW,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-4098467,2,1114,1178,3.448,Stationary traffic on I-75 N from FL-674/Exit 46 (I-75) to Gibsonton Dr/Exit 48 (I-75) due to accident.,33572,2022-02-12 18:31:00,66.0,60.0,30.01,10.0,NW,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-7563542,2,1020,1050,0.588,At Briggs Ave/Exit 10 - Accident. Left lane closed.,27703,2018-07-23 16:51:00,75.9,85.0,29.87,10.0,East,9.2,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-3245189,3,816,861,0.0,Left hand shoulder blocked and left lane blocked due to accident on I-196 Westbound at Exits 77A 77B US-131.,49504,2017-10-14 13:53:00,61.0,97.0,30.06,4.0,East,9.2,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0
A-5370239,2,1132,1231,0.203,Incident on CA-198 WB near S 19TH AVE Drive with caution.,93245,2022-09-09 18:56:00,102.0,20.0,29.24,10.0,E,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,9,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-5136551,2,488,566,1.746,Travelers can expect the following: Crash blockage with reduced lanes until further notice. WATCH FOR EMERGENCY PERSONNEL - SLOW DOWN,59101,2022-02-22 07:53:00,-10.0,74.0,26.64,5.0,N,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0
A-6027804,2,1354,76,0.062,Incident on NW 81ST ST near HOUSE 560 Drive with caution.,33150-2856,2021-05-23 22:53:00,74.0,64.0,30.15,10.0,E,7.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1278,3,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0
A-4378730,2,1123,1201,0.146,Incident on CA-99 SB near HOUGHTON RD Right shoulder closed.,93313,2022-07-29 18:54:00,102.0,17.0,29.22,8.0,NW,12.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,78,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-959939,3,520,573,0.0,Two lanes blocked due to accident on I-30 Eastbound at Country Club Ln.,76112,2021-07-25 08:53:00,81.0,74.0,29.26,10.0,SW,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,7,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0
A-5099943,2,936,1016,0.56,Stationary traffic on US-52 W - US-27 N - I-74 W from exit [4] to Colerain Ave (US-27) exit [18] due to accident.,45223,2022-11-03 15:53:00,71.0,51.0,29.68,10.0,VAR,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,4,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-2090901,3,423,509,0.0,Right lane blocked due to accident now on the shoulder on I-10 Bonnet Carre Spillway Eastbound before I-310.,70079,2019-05-08 06:53:00,75.0,87.0,29.92,10.0,ESE,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,7,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-4820199,2,1395,30,0.135,Incident on LEE JACKSON MEMORIAL HWY near LEE JACKSON MEMORIAL HWY Drive with caution.,22030,2023-01-21 22:52:00,28.0,78.0,29.87,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1365,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-1723148,2,492,582,5.429999828338623,Right hand shoulder blocked due to accident on I-696 Westbound from Exit 8 M-10 John C Lodge Fwy to Exit 5 Orchard Lake Rd.,48334,2019-12-18 08:15:00,18.0,57.0,29.27,10.0,WNW,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,4,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-337524,3,1191,1221,0.01,Right hand shoulder blocked due to accident on I-5 Northbound at Exit 519B J St.,95814,2017-02-20 19:53:00,55.0,100.0,29.94,5.0,SSE,12.7,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,30,9,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0
A-2169152,2,424,483,0.0,Accident on 72nd Ave Eastbound at US-85. No recent updates.,80022,2019-04-15 06:58:00,50.0,36.0,24.13,10.0,SSW,17.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,59,8,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-6851549,2,1280,56,0.025,SB JSO H. [FSP] has closed their incident [201120SAFSP00035],95816,2020-11-20 20:53:00,43.0,76.0,30.2,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1224,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-5939206,2,1231,1366,3.796,NYSDOT TMC - Albany: Crash on I-87 Northway northbound after Exit 23; NY 28 (Lake George) right shoulder closed,12885,2021-12-18 20:53:00,30.0,92.0,29.52,2.0,N,5.0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,135,1,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-6671836,2,749,239,0.086,Slow traffic on FL-915 - FL-826 from NE 165th St to NE 5th Ave due to accident.,33162-3605,2020-11-13 12:53:00,84.0,72.0,29.99,10.0,N,3.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,-510,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
A-3995608,2,1245,1325,0.086,Incident on MIDWAY DR near KEMPER ST Drive with caution.,92110-5203,2022-09-29 20:51:00,69.0,84.0,29.92,9.0,WNW,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,9,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-5842481,2,49,157,2.758,Slow traffic on I-81 N from I-80/Exit 151 (I-81) to Exit 155 (I-81) due to accident.,18222,2021-05-05 00:50:00,66.0,94.0,28.67,4.0,WSW,3.0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,108,1,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0
A-4731962,2,853,875,0.366,Slow traffic on FL-823 from Miami Lakes Dr (FL-823) to 167th St (FL-823) due to accident.,33014,2023-01-21 13:53:00,82.0,52.0,30.05,10.0,SE,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-5288675,2,988,1113,0.142,Stationary traffic from E 1st St / S Soto St to N Breed St due to accident.,90033-2913,2022-02-18 16:47:00,66.0,32.0,29.92,10.0,W,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,9,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0
A-1503145,3,958,987,0.0,#4 #5 lane blocked due to accident on I-405 Northbound at Exit 14 Brookhurst St. SigAlert issued.,92708,2020-06-11 15:53:00,80.0,40.0,29.91,10.0,SSW,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-4608716,2,822,897,0.093,Incident on ELECTRIC RD near ELECTRIC RD Drive with caution.,24018-4511,2022-07-25 13:49:00,77.0,78.0,28.8,5.0,W,12.0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,1
A-1956560,3,1,60,0.0,Right lane closed due to accident on I-25 Northbound at CO-2 Colorado Blvd.,80222,2019-07-08 00:53:00,66.0,63.0,24.22,10.0,S,6.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,59,8,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-2163100,3,747,871,0.0,Two lanes blocked due to accident on I-405 Southbound at Bristol St.,92626,2019-04-11 12:53:00,67.0,52.0,29.93,10.0,SSW,14.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,124,9,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-1329871,3,1103,1189,0.0,Lane closed due to accident on I-90 Westbound at Cicero Ave.,60630,2020-10-07 18:51:00,65.0,37.0,29.26,10.0,NNW,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,6,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-6061928,2,861,872,1.234,Slow traffic on FL-91 S - Florida's Tpke S from US-98/FL-80/Southern Blvd/Exit 97 (Florida's Tpke) to FL-802/Exit 93 (Florida's Tpke) due to accident.,33413,2021-11-24 13:53:00,73.0,49.0,30.15,10.0,ENE,14.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-4488313,2,1355,15,0.009,Incident on DANVILLE BLVD near HOUSE 3177 Drive with caution.,94507-1540,2022-03-19 22:53:00,51.0,74.0,29.98,10.0,W,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1340,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-1912241,3,1282,1343,0.0,Lane blocked due to accident on I-215 Northbound at Exit 37 Iowa Ave.,92324,2019-09-13 21:41:00,83.0,23.0,28.71,10.0,E,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-5956934,2,994,1140,0.984,Multi vehicle crash on PA 501 both directions between SPRINGHAVEN RD and OLD MILL RD. All lanes closed.,17073-8965,2021-05-27 16:54:00,81.0,35.0,29.58,10.0,NW,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,1,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-3994186,2,1089,1230,0.281,Slow traffic from Pointe Plaza Ave (International Dr) to Carrier Dr (International Dr) due to accident.,32819-9305,2022-04-15 17:53:00,77.0,84.0,29.93,10.0,NE,13.0,0.01,0,0,1,0,0,0,0,0,1,0,0,0,0,141,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A-799098,2,697,742,0.0,Lane blocked due to accident on Oltorf St at Parker Ln.,78741-3808,2021-11-30 11:53:00,69.0,57.0,29.55,10.0,S,13.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,45,7,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
A-4339272,2,680,760,0.1,Incident on SHOP RD near BARLOW RD Drive with caution.,29201-5045,2022-12-29 10:53:00,53.0,52.0,30.26,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-5160947,2,822,905,0.158,Incident on THE PLAZA near BELVEDERE AVE Drive with caution.,28205-3031,2023-01-02 13:52:00,66.0,65.0,29.38,10.0,SW,8.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,83,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
A-1473135,2,280,360,0.0,Accident on Spicewood Springs Rd at Mesa Dr.,78759,2020-05-18 04:51:00,66.0,84.0,29.22,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,7,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0
A-7356390,2,1060,1089,0.861,At IN-59/Exit 23 - Accident. Right lane blocked.,46171,2019-10-26 17:32:00,62.0,93.0,28.83,10.0,ESE,16.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0
A-1433070,2,1000,1045,0.0,Accident on Bluebonnet Blvd at US-61 Airline Hwy.,70816-4003,2020-08-21 16:53:00,88.0,49.0,29.76,10.0,NNE,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,45,7,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-6389612,2,1370,48,0.056,Incident on CORBY RD near S JENNERSVILLE RD Drive with caution.,19390-9414,2021-01-28 22:55:00,21.0,50.0,29.5,10.0,NW,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1322,1,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-1741597,2,333,407,0.0,Serious accident on Mission Ave at Glenbrook Rd.,99016-9497,2019-10-08 05:53:00,53.0,52.0,27.62,10.0,W,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,9,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-6597093,2,31,181,1.074,Incident on SAWGRASS EXPY SB near EXIT 3 Expect long delays.,33323,2020-11-06 00:53:00,78.0,76.0,30.0,10.0,ENE,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
